company_name,website,source,search_term,target_city,extracted_email,art_affinity_score,score_details,art_category
Lynne Frost Interiors - Aberdeen,https://lynnefrostinteriors.com/,Google,Interior Designers,"Aberdeen, Scotland, UK",info@lynnefrostinteriors.com,0.0,M:1/T:1,Neutral
"Ambiance | Interior design studio in Aberdeen, Scotland",https://ambiance.co.uk/,Google,Interior Designers,"Aberdeen, Scotland, UK",interiordesign@ambiance.co.uk,0.0,M:2/T:2,Neutral
Onyx Interior Design Aberdeen: Home,https://onyx-interiordesign.com/,Google,Interior Decorators,"Aberdeen, Scotland, UK",hi@onyx-interiordesign.com,0.0,M:0/T:0,Neutral
Interior Designer | Mills and Kinsella Interior Design ...,https://www.millsandkinsella.co.uk/,Google,Interior Designers,"Northampton, England, UK","enquiries@millsandkinsella.com,8c4075d5481d476e945486754f783364@sentry.io",0.0,M:0/T:0,Neutral
Interior Designer Northamptonshire | Haysey Design ...,https://hayseydesigns.co.uk/,Google,Interior Designers,"Northampton, England, UK","nichola@hayseydesigns.co.uk,pr@hayseydesigns.co.uk,info@hayseydesigns.co.uk",0.0,M:0/T:0,Neutral
Interior Designer Northampton - Alexandra Wilson,https://alexandrawilsoninteriors.co.uk/interior-designer-northampton/,Google,Interior Designers,"Northampton, England, UK","alex@alexandrawilsoninteriors.co.uk,alex@alexandrawilsoninteriors.co.ukAddress",0.0,M:0/T:0,Neutral
"L'Amour Interiors Luton, London",http://lamourinteriors.com/,Google,Interior Designers,"Luton, England, UK",sales@lamourinteriors.com,0.0,M:0/T:0,Neutral
Kim Partridge Interiors,https://www.kimpartridge.com/,Google,Interior Designers,"Luton, England, UK",info@kimpartridge.com,0.0,M:1/T:1,Neutral
Find Interior Designers near me in Luton,https://www.businessmagnet.co.uk/interiordesigners/luton/interiordesigners-near-me-in-luton.htm,Google,Interior Designers,"Luton, England, UK",sales@businessmagnet.co.uk,0.0,M:0/T:0,Neutral
Ex-pressions | Design for Living - Interior Design ...,https://www.ex-pressions.co.uk/,Google,Interior Designers,"Swindon, England, UK","info@ex-pressions.co.uk,8c4075d5481d476e945486754f783364@sentry.io",0.0,M:0/T:0,Neutral
Cook'S Decorating: Decorators In Swindon,https://www.cooksdecorating.uk/,Google,Interior Decorators,"Swindon, England, UK","gavincook803@gmail.com,gcook77@hotmail.co.uk,enquiries@cooksdecorating.uk",0.0,M:0/T:0,Neutral
DesignBeau York Interior Designer | BIID Registered ...,https://designbeau.co.uk/,Google,Interior Designers,"York, England, UK","Jj@designbeau.co.uk,jj@designbeau.co.uk",0.0,M:0/T:0,Neutral
"David Long Designs - Interior Designers York, Leeds ...",https://www.davidlongdesigns.co.uk/,Google,Interior Designers,"York, England, UK",info@davidlongdesigns.co.uk,0.0,M:2/T:2,Neutral
JMDA Ltd: Interior Designer York,http://www.jmdaltd.co.uk/,Google,Interior Designers,"York, England, UK",hello@jmdaltd.co.uk,0.0,M:1/T:1,Neutral
Anna Stone Design | Homes with Heart,https://annastonedesign.co.uk/,Google,Interior Designers,"Peterborough, England, UK",studio@annastonedesign.co.uk,0.0,M:0/T:0,Neutral
Bespoke Interior Design Bournemouth,https://issyrushjansen.com/interior-design-bournemouth,Google,Interior Designers,"Bournemouth, England, UK","ISSY@ISSYRUSHJANSEN.COM,studio@issyrushjansen.com,user@domain.com,STUDIO@ISSYRUSHJANSEN.COM,issy@issyrushjansen.com",0.0,M:0/T:0,Neutral
DM Interior Design Norwich: Home,https://www.dm-interiordesign.co.uk/,Google,Interior Designers,"Norwich, England, UK",contact@dm-interiordesign.co.uk,0.0,M:0/T:0,Neutral
An experienced decorator| Alan Waring & Daughter,https://www.alanwaringanddaughter.co.uk/contact,Google,Interior Decorators,"Bolton, England, UK","info@alanwaringanddaughter.co.uk,o@alanwaringanddaughter.co",0.0,M:0/T:0,Neutral
Oxfordshire interior design,https://katelovejoy.com/location/oxfordshire/,Google,Interior Designers,"Oxford, England, UK",info@katelovejoy.com,0.0,M:1/T:1,Neutral
"Jam Interiors Group: Interior Design Exeter, Devon",https://jaminteriorsgroup.com/,Google,Interior Designers,"Exeter, England, UK",showroom@thejamgroup.co.uk,0.0,M:0/T:0,Neutral
