company_name,extracted_email,website,art_affinity_score,art_category,country
Tailored Space Interiors: Interior Designers Gold Coast ...,email@website.com,https://www.tailoredspace.com.au/?srsltid=AfmBOorJ_Np0h37DhJWfabvlBcgQmIlwv8LlVtb4dIdVTDEnXzokSPZF,1.0,Modern/Abstract,Australia
Top Interior Designer & Renovation Stylists in Tweed Heads,studio@rachelelizabethinteriors.com,https://www.rachelelizabethinteriors.com/pages/interior-designer-tweed-heads?srsltid=AfmBOooVCHRciTk1k_oCXWk5jK9NIk7ndKznz62OLYEVIg5fjZwkDYD7,1.0,Modern/Abstract,Australia
Expert interior design & home renovations Newcastle NSW,info@julieevansdesign.com.au,https://www.julieevansdesign.com.au/,2.0,Modern/Abstract,Australia
Interior Design,"hello@waukivoryestate.com.au,hello@naomifindlay.com",https://www.findlayandco.com.au/,1.0,Modern/Abstract,Australia
Styled Interiors Newcastle: Home,"admin@styledinteriorsnewcastle.com.au,admin@styledinteriorsnewcastle.com",https://www.styledinteriorsnewcastle.com.au/,1.0,Modern/Abstract,Australia
#1 Brilliant Interior Designers in Canberra,"fsukhera@yahoo.com,admin@alngroup.com.au",https://alngroup.com.au/services-item/interior-designers-in-canberra/,12.0,Modern/Abstract,Australia
Central Coast Architects & Interior Designers,"studio@decus.com.au,careers@decus.com.au,media@decus.com.au,hello@decus.com.au",https://decus.com.au/architects/central-coast/,1.0,Modern/Abstract,Australia
Caroline Jolly Interiors | Interior Designer Wollongong,carolinejollyinteriors@gmail.com,https://www.carolinejollyinteriors.com.au/,1.0,Modern/Abstract,Australia
Interior Designer Geelong - Kennedy & Co Design Studio,tara@kennedyandco.com.au,https://kennedyandco.com.au/areas/interior-designer-geelong/,1.0,Modern/Abstract,Australia
Interior Architects & Designers Tasmania,"temp1@2x-1000x676.jpg.webp,hello@in-teria.studio",https://in-teria.studio/,1.0,Modern/Abstract,Australia
Ethos Interiors: Home,hello@ethosinteriors.com.au,https://ethosinteriors.com.au/,1.0,Modern/Abstract,Australia
Luxury Interior Designer Ballarat,info@markalexanderdesign.com.au,https://www.markalexanderdesign.com.au/home-ballarat/,3.0,Modern/Abstract,Australia
What is a Normal Budget for Interior Design in India? - Near Me Interiors,"design@nearmeinteriors.com,info@nearmeinteriors.com","https://nearmeinteriors.com/what-is-a-normal-budget-for-interior-design-in-india/#:~:text=Interior%20designers%20in%20India%20charge,ft.",1.0,Modern/Abstract,Australia
About - Interior Design Ballarat,genevieve@genevievewallis.com,https://genevievewallis.com/about/,1.0,Modern/Abstract,Australia
Simplism Interiors - Interior Design + Styling - Bendigo,hello@simplism.com.au,https://simplisminteriors.com.au/,1.0,Modern/Abstract,Australia
Interior Design curated by Dee Muir | Rockhampton,deemuirdesign@outlook.com,https://www.deemuirdesign.com.au/,4.0,Modern/Abstract,Australia
Design+Architecture | Rockhampton Architects,design@designaa.com.au,https://www.designaa.com.au/,1.0,Modern/Abstract,Australia
Adina Designed Interiors: Interior Design Bundaberg,info@adinainteriors.com.au,https://www.adinainteriors.com.au/,2.0,Modern/Abstract,Australia
Carr — Architecture and Interior Design,"media@carr.net.au,work@carr.net.au,info@carr.net.au",https://www.carr.net.au/,2.0,Modern/Abstract,Australia
ZEN-YA Interior Decorators Port Macquarie | Designs For Life,zenyadesignsforlife@gmail.com,https://zen-ya.com.au/,2.0,Modern/Abstract,Australia
