company_name,website,source,search_term,target_city,extracted_email,art_affinity_score,score_details,art_category
Central Coast Architects & Interior Designers,https://decus.com.au/architects/central-coast/,Google,Interior Designers,"Central Coast, New South Wales, Australia","studio@decus.com.au,careers@decus.com.au,media@decus.com.au,hello@decus.com.au",1.0,M:1/T:0,Modern/Abstract
Caroline Jolly Interiors | Interior Designer Wollongong,https://www.carolinejollyinteriors.com.au/,Google,Interior Designers,"Wollongong, New South Wales, Australia",carolinejollyinteriors@gmail.com,1.0,M:7/T:6,Modern/Abstract
Interior Designer Geelong - Kennedy & Co Design Studio,https://kennedyandco.com.au/areas/interior-designer-geelong/,Google,Interior Designers,"Geelong, Victoria, Australia",tara@kennedyandco.com.au,1.0,M:1/T:0,Modern/Abstract
Interior Architects & Designers Tasmania,https://in-teria.studio/,Google,Interior Designers,"Hobart, Tasmania, Australia","temp1@2x-1000x676.jpg.webp,hello@in-teria.studio",1.0,M:1/T:0,Modern/Abstract
Ethos Interiors: Home,https://ethosinteriors.com.au/,Google,Interior Designers,"Townsville, Queensland, Australia",hello@ethosinteriors.com.au,1.0,M:1/T:0,Modern/Abstract
Luxury Interior Designer Ballarat,https://www.markalexanderdesign.com.au/home-ballarat/,Google,Interior Designers,"Ballarat, Victoria, Australia",info@markalexanderdesign.com.au,3.0,M:16/T:13,Modern/Abstract
What is a Normal Budget for Interior Design in India? - Near Me Interiors,"https://nearmeinteriors.com/what-is-a-normal-budget-for-interior-design-in-india/#:~:text=Interior%20designers%20in%20India%20charge,ft.",Google,Interior Designers,"Ballarat, Victoria, Australia","design@nearmeinteriors.com,info@nearmeinteriors.com",1.0,M:1/T:0,Modern/Abstract
About - Interior Design Ballarat,https://genevievewallis.com/about/,Google,Interior Designers,"Ballarat, Victoria, Australia",genevieve@genevievewallis.com,1.0,M:1/T:0,Modern/Abstract
Simplism Interiors - Interior Design + Styling - Bendigo,https://simplisminteriors.com.au/,Google,Interior Designers,"Bendigo, Victoria, Australia",hello@simplism.com.au,1.0,M:1/T:0,Modern/Abstract
Interior Design curated by Dee Muir | Rockhampton,https://www.deemuirdesign.com.au/,Google,Interior Designers,"Rockhampton, Queensland, Australia",deemuirdesign@outlook.com,4.0,M:4/T:0,Modern/Abstract
Design+Architecture | Rockhampton Architects,https://www.designaa.com.au/,Google,Interior Designers,"Rockhampton, Queensland, Australia",design@designaa.com.au,1.0,M:1/T:0,Modern/Abstract
Adina Designed Interiors: Interior Design Bundaberg,https://www.adinainteriors.com.au/,Google,Interior Designers,"Bundaberg, Queensland, Australia",info@adinainteriors.com.au,2.0,M:2/T:0,Modern/Abstract
Carr — Architecture and Interior Design,https://www.carr.net.au/,Google,Interior Designers,"Melbourne, Victoria, Australia","media@carr.net.au,work@carr.net.au,info@carr.net.au",2.0,M:11/T:9,Modern/Abstract
ZEN-YA Interior Decorators Port Macquarie | Designs For Life,https://zen-ya.com.au/,Google,Interior Designers,"Port Macquarie, New South Wales, Australia",zenyadesignsforlife@gmail.com,2.0,M:2/T:0,Modern/Abstract
