company_name,website,source,search_term,target_city,extracted_email,art_affinity_score,score_details,art_category
Interior Designers Association of South Australia,https://www.ida-sa.org/,Google,Interior Designers,"Adelaide, South Australia, Australia","geraldine1@internode.on.net,user@domain.com,design@nickola.com.au,michael@ashburtondesign.com.au,trishpickering@bigpond.com,gailscrymgour@gmail.com",0.0,M:0/T:0,Neutral
Home | ILKA interior design studio | Gold Coast | Tweed ...,https://www.ilkainteriordesignstudio.com/home,Google,Interior Designers,"Gold Coast–Tweed Heads, Queensland
 New South Wales, Australia","8c4075d5481d476e945486754f783364@sentry.io,info@ilkainteriordesignstudio.com.au",0.0,M:0/T:0,Neutral
Studio Black Interiors by Maria Cerne | Interior Designer ...,https://www.studioblack.com.au/,Google,Interior Designers,"Canberra–Queanbeyan, Australian Capital Territory
 New South Wales, Australia",info@studioblack.com.au,0.0,M:0/T:0,Neutral
Loft Studio Canberra: Interior Designer,https://www.loftstudio.com.au/,Google,Interior Designers,"Canberra–Queanbeyan, Australian Capital Territory
 New South Wales, Australia",kshah@loftstudio.com.au,0.0,M:0/T:0,Neutral
The Dept. of Design | Interior Designers,https://deptofdesign.com.au/,Google,Interior Designers,"Australian Capital Territory, Australian Capital Territory, Australia",info@deptofdesign.com.au,0.0,M:0/T:0,Neutral
Morrison Studios | Sunshine Coast Commercial and ...,https://www.morrisonstudios.com.au/,Google,Interior Designers,"Sunshine Coast, Queensland, Australia","hello@dannimorrisonstudios.com,ello@morrisonstudios.com.au,user@domain.com,info@dannimorrisonstudios.com,hello@morrisonstudios.com.au",0.0,M:0/T:0,Neutral
RJP Design and Decor – Home Interior Designer,https://www.rjpdesignanddecor.com.au/,Google,Interior Designers,"Sunshine Coast, Queensland, Australia",enquiries@rjpdesignanddecor.com.au,0.0,Connection Failed,Neutral
Sunshine Coast Interior Design | Home Styling Brisbane Gold ...,https://www.sunshinecoastinteriordesign.com.au/,Google,Interior Decorators,"Sunshine Coast, Queensland, Australia",claire@sunshinecoastinteriordesign.com.au,0.0,M:0/T:0,Neutral
Clove Interiors | Australian Interior Design | Central Coast,https://cloveinteriors.com.au/,Google,Interior Designers,"Central Coast, New South Wales, Australia",info@cloveinteriors.com.au,0.0,M:0/T:0,Neutral
Blossom Design Studio: Interior Designer Central Coast ...,https://blossomdesignstudio.com.au/,Google,Interior Designers,"Central Coast, New South Wales, Australia","asset-4@4x-2.webp,asset-4@4x-1.webp,brooke@blossomdesignstudio.com.au",0.0,M:0/T:0,Neutral
"Paper Lane Interiors - Interior Designer, Styling",https://paperlaneinteriors.com.au/,Google,Interior Decorators,"Central Coast, New South Wales, Australia","impallari@gmail.com,matt@pixelspread.com,hello@rfuenzalida.com,hello@paperlaneinteriors.com.au",0.0,M:0/T:0,Neutral
"Paiano Design is an Interior Design Studio in Wollongong,",https://paianodesign.com/,Google,Interior Designers,"Wollongong, New South Wales, Australia",info@paianodesign.com,0.0,M:0/T:0,Neutral
Premium Interior Design - Interior Design Geelong,https://www.premiuminteriordesign.com.au/,Google,Interior Designers,"Geelong, Victoria, Australia",mandy@premiuminteriordesign.com.au,0.0,M:0/T:0,Neutral
Tomarchio Designs | Interior Designer,https://tomarchiodesigns.com/,Google,Interior Designers,"Townsville, Queensland, Australia",hello@tomarchiodesigns.com,0.0,M:0/T:0,Neutral
Interior Decorator Townsville | Tone Design | Queensland,https://www.tonedesign.co/,Google,Interior Designers,"Townsville, Queensland, Australia","linda@tonedesign.co,8c4075d5481d476e945486754f783364@sentry.io",0.0,M:0/T:0,Neutral
Andrea Rice | Architect | Interior Designer | Darwin,https://www.andrearicearchitects.com.au/,Google,Interior Designers,"Greater Darwin, Northern Territory, Australia",andrea@andrearicearchitects.com.au,0.0,M:0/T:0,Neutral
Design with Andrea: Homepage,https://designwithandrea.com.au/,Google,Interior Designers,"Ballarat, Victoria, Australia",andrea@designwithandrea.com.au,0.0,M:0/T:0,Neutral
Interior Design Solutions - Nest Design Studio - Bendigo,https://www.nestdesignstudio.com.au/,Google,Interior Designers,"Bendigo, Victoria, Australia",info@nestdesignstudio.com.au,0.0,M:1/T:1,Neutral
Inside Home Living | Bendigo interior designer and ...,https://insidehomeliving.com.au/,Google,Interior Designers,"Bendigo, Victoria, Australia",carlaanderson1@bigpond.com,0.0,M:0/T:0,Neutral
Lydia Maskiell Interiors,https://www.lydiamaskiell.com/,Google,Interior Designers,"Launceston, Tasmania, Australia","lydia_maskiell@hotmail.com,Glendale_37_@coastpark.creative.jpeg,Glendale_24_@coastpark.creative.jpeg,lydia@lydiamaskeill.com.au,lydia@lydiamaskiell.com,Glendale_22_@coastpark.creative.jpeg,user@domain.com,Glendale_Cottage_02_@coastpark.creative.jpeg,lydia@lydiamaskiell.com.au",0.0,M:3/T:3,Neutral
Samantha Milne Interiors | Bespoke Interior Design Services,https://www.samanthamilne.com/,Google,Interior Designers,"Launceston, Tasmania, Australia","hello@samanthamilne.com,HELLO@SAMANTHAMILNE.COM,8c4075d5481d476e945486754f783364@sentry.io",0.0,M:0/T:0,Neutral
Style Central Home | Interior Design & Decorating,https://www.stylecentralhome.com.au/,Google,Interior Designers,"Mackay, Queensland, Australia",tracey@stylecentralhome.com.au,0.0,M:0/T:0,Neutral
Interior Design: PRETTY ON THE INSIDE,https://www.prettyontheinside.com.au/,Google,Interior Designers,"Rockhampton, Queensland, Australia",hello@prettyontheinside.com.au,0.0,M:0/T:0,Neutral
Interior Designer | Bunbury | Inspired Styling,https://www.inspiredstyling.design/,Google,Interior Designers,"Bunbury, Western Australia, Australia","inspiredstyling@outlook.com,8c4075d5481d476e945486754f783364@sentry.io",0.0,M:0/T:0,Neutral
About - Merge Design,https://mergedesign.com.au/about/,Google,Interior Designers,"Bunbury, Western Australia, Australia",info@mergedesign.com.au,0.0,M:0/T:0,Neutral
Interior Design & Colour Consulting - Bundaberg & Bargara ...,https://accentoncolour.com.au/,Google,Interior Designers,"Bundaberg, Queensland, Australia",leanne@accentoncolour.com.au,0.0,M:0/T:0,Neutral
"welcome to design studio 22 - architects, interior designers ...",https://designstudio22.com.au/,Google,Interior Designers,"Coffs Harbour, New South Wales, Australia",info@designstudio22.com.au,0.0,M:0/T:0,Neutral
Kristie Peel Designs,https://kpeeldesigns.com.au/,Google,Interior Designers,"Coffs Harbour, New South Wales, Australia",kristie@kpeeldesigns.com.au,0.0,M:0/T:0,Neutral
Interior Design Services | Blind Innovations Hervey Bay and ...,https://blindinnovationsherveybay.com/interior-design-services/,Google,Interior Decorators,"Hervey Bay, Queensland, Australia",info@blindinnovationsherveybay.com,0.0,M:0/T:0,Neutral
Katrina Lee Designs | Interior Designer Wagga Wagga,https://katrinaleedesigns.com/,Google,Interior Designers,"Wagga Wagga, New South Wales, Australia",hello@katrinaleedesigns.com,0.0,M:0/T:0,Neutral
in House Styling: Home,https://inhousestyling.com.au/,Google,Interior Decorators,"Wagga Wagga, New South Wales, Australia",hello@InHouseStyling.com.au,0.0,M:0/T:0,Neutral
Indigo Interior Design // Melbourne and Gippsland Interior ...,https://www.indigointeriordesign.com.au/,Google,Interior Designers,"Shepparton–Mooroopna, Victoria, Australia",chelsea@indigointeriordesign.com.au,0.0,M:0/T:0,Neutral
Morgan Whinray | Interior Design Services,https://www.morganwhinray.com.au/,Google,Interior Designers,"Mildura–Buronga, Victoria
 New South Wales, Australia","hello@morganwhinray.com.au,morganwhinray@gmail.com",0.0,M:0/T:0,Neutral
DESiGNiNG Divas: home,https://designingdivas.com.au/,Google,Interior Designers,"Port Macquarie, New South Wales, Australia","michelle@designingdivas.com.au,info@designingdivas.com.au",0.0,M:0/T:0,Neutral
The Design Remedy: Interior Design Studio.Designing spaces ...,https://thedesignremedy.com.au/,Google,Interior Designers,"Port Macquarie, New South Wales, Australia",hello@thedesignremedy.com.au,0.0,M:0/T:0,Neutral
